Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9ku2,Randomise questionnaire elements?,Question Key,Response
1,1674073916899,18/01/2023 20:31:56,1674073916698,-5,18/01/2023 15:31:56,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674073930005,18/01/2023 20:32:10,1674073929866,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO1,5
3,1674073930172,18/01/2023 20:32:10,1674073929867,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO2,2
4,1674073930172,18/01/2023 20:32:10,1674073929867,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO3,5
5,1674073930172,18/01/2023 20:32:10,1674073929868,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO4,3
6,1674073930172,18/01/2023 20:32:10,1674073929868,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO5,5
7,1674073930172,18/01/2023 20:32:10,1674073929868,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO6,5
8,1674073930172,18/01/2023 20:32:10,1674073929868,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO7,5
9,1674073930172,18/01/2023 20:32:10,1674073929868,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO8,5
10,1674073930172,18/01/2023 20:32:10,1674073929868,-5,18/01/2023 15:32:09,110083,9,questionnaire-r27q,,26470200,BLIND,7814320,,complete,oepruf,3LBXNTKX0X6BJ2VEZBCVS72FGRD9X9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1440x900,1417x563,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,END QUESTIONNAIRE,13170
1,1674073925615,18/01/2023 20:32:05,1674073925336,-5,18/01/2023 15:32:05,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1366x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674073939623,18/01/2023 20:32:19,1674073939422,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO1,6
3,1674073940150,18/01/2023 20:32:20,1674073939425,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO2,6
4,1674073940150,18/01/2023 20:32:20,1674073939425,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO3,6
5,1674073940150,18/01/2023 20:32:20,1674073939425,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO4,6
6,1674073940150,18/01/2023 20:32:20,1674073939425,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO5,7
7,1674073940150,18/01/2023 20:32:20,1674073939426,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO6,6
8,1674073940150,18/01/2023 20:32:20,1674073939426,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO7,7
9,1674073940150,18/01/2023 20:32:20,1674073939426,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO8,6
10,1674073940150,18/01/2023 20:32:20,1674073939427,-5,18/01/2023 15:32:19,110083,9,questionnaire-r27q,,26470204,BLIND,7814313,,complete,dlnafn,3X66WABAJ2TEIEB8TSBHD8ZYD973GU,computer,Desktop or Laptop,Windows 10,Chrome 108.0.0.0,1366x768,1349x657,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,END QUESTIONNAIRE,14091
1,1674074006608,18/01/2023 20:33:26,1674074006510,-5,18/01/2023 15:33:26,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674074021744,18/01/2023 20:33:41,1674074021689,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO1,1
3,1674074021856,18/01/2023 20:33:41,1674074021690,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO2,2
4,1674074021856,18/01/2023 20:33:41,1674074021691,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO3,6
5,1674074021856,18/01/2023 20:33:41,1674074021691,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO4,2
6,1674074021856,18/01/2023 20:33:41,1674074021691,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO5,2
7,1674074021856,18/01/2023 20:33:41,1674074021691,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO6,6
8,1674074021856,18/01/2023 20:33:41,1674074021691,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO7,5
9,1674074021856,18/01/2023 20:33:41,1674074021691,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO8,5
10,1674074021856,18/01/2023 20:33:41,1674074021691,-5,18/01/2023 15:33:41,110083,9,questionnaire-r27q,,26470241,BLIND,7814340,,complete,ayzbgp,38F71OA9GZ79Q0NNOQAERM8SCLOMFU,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1600x900,1167x574,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,END QUESTIONNAIRE,15181
1,1674074009768,18/01/2023 20:33:29,1674074009275,-6,18/01/2023 14:33:29,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1920x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674074021707,18/01/2023 20:33:41,1674074021148,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO1,1
3,1674074022235,18/01/2023 20:33:42,1674074021149,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO2,1
4,1674074022235,18/01/2023 20:33:42,1674074021150,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO3,7
5,1674074022235,18/01/2023 20:33:42,1674074021150,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO4,7
6,1674074022235,18/01/2023 20:33:42,1674074021150,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO5,1
7,1674074022235,18/01/2023 20:33:42,1674074021150,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO6,1
8,1674074022235,18/01/2023 20:33:42,1674074021150,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO7,7
9,1674074022235,18/01/2023 20:33:42,1674074021150,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO8,7
10,1674074022235,18/01/2023 20:33:42,1674074021150,-6,18/01/2023 14:33:41,110083,9,questionnaire-r27q,,26470243,BLIND,7814316,,complete,eehvtk,3S06PH7KSXFFWRN24YWQJUH42XDD12,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1920x1080,1903x929,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,END QUESTIONNAIRE,11876
1,1674074085919,18/01/2023 20:34:45,1674074085617,-6,18/01/2023 14:34:45,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1366x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674074115290,18/01/2023 20:35:15,1674074114697,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO1,3
3,1674074115494,18/01/2023 20:35:15,1674074114699,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO2,3
4,1674074115494,18/01/2023 20:35:15,1674074114699,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO3,4
5,1674074115494,18/01/2023 20:35:15,1674074114699,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO4,5
6,1674074115494,18/01/2023 20:35:15,1674074114699,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO5,3
7,1674074115494,18/01/2023 20:35:15,1674074114699,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO6,2
8,1674074115494,18/01/2023 20:35:15,1674074114699,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO7,5
9,1674074115494,18/01/2023 20:35:15,1674074114699,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO8,4
10,1674074115494,18/01/2023 20:35:15,1674074114700,-6,18/01/2023 14:35:14,110083,9,questionnaire-r27q,,26470294,BLIND,7814318,,complete,vbkcff,3SBEHTYCWTETU8ER814AOE8R1NUIY7,computer,Desktop or Laptop,Windows 10,Firefox 108.0,1366x768,1349x654,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,END QUESTIONNAIRE,29083
1,1674074099368,18/01/2023 20:34:59,1674074099251,-8,18/01/2023 12:34:59,110083,9,questionnaire-r27q,,26470304,BLIND,7814315,,complete,qhmimn,3EA3QWIZ4O6XDMFXYVHBGXGCMLCITI,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1680x939,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,BEGIN QUESTIONNAIRE,
2,1674074124488,18/01/2023 20:35:24,1674074124154,-8,18/01/2023 12:35:24,110083,9,questionnaire-r27q,,26470304,BLIND,7814315,,complete,qhmimn,3EA3QWIZ4O6XDMFXYVHBGXGCMLCITI,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1663x939,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO1,4
3,1674074124647,18/01/2023 20:35:24,1674074124155,-8,18/01/2023 12:35:24,110083,9,questionnaire-r27q,,26470304,BLIND,7814315,,complete,qhmimn,3EA3QWIZ4O6XDMFXYVHBGXGCMLCITI,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1663x939,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO2,3
4,1674074124647,18/01/2023 20:35:24,1674074124155,-8,18/01/2023 12:35:24,110083,9,questionnaire-r27q,,26470304,BLIND,7814315,,complete,qhmimn,3EA3QWIZ4O6XDMFXYVHBGXGCMLCITI,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1663x939,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO3,5
5,1674074124647,18/01/2023 20:35:24,1674074124156,-8,18/01/2023 12:35:24,110083,9,questionnaire-r27q,,26470304,BLIND,7814315,,complete,qhmimn,3EA3QWIZ4O6XDMFXYVHBGXGCMLCITI,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1680x1050,1663x939,,"Social Dominance Orientation (SDO7) - Ho et al., 2015",1,NonBlackIdentity,No,SDO4,7
